Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Standard & Poor's Ratings Services,Southwest Gas Corp.,A-,2014-09-04,92416,1,4923.0,Utils,SWX,1.1394,0.4944,0.9859,77.6499,14.0567,14.0567,26.1963,11.4218,7.4493,0.4273,10.2573,10.3883,3.1734,5.1857,-0.8939,-0.1847
Standard & Poor's Ratings Services,Southwest Gas Corp.,BBB+,2014-10-02,92416,1,4923.0,Utils,SWX,1.1394,0.4944,0.9859,77.6499,14.0567,14.0567,26.1963,11.4218,7.4493,0.4273,10.2573,10.3883,3.1734,5.1857,-0.8939,-0.1847
Moody's Investors Service,Southwest Gas Corporation,A-,2014-01-31,92416,1,4923.0,Utils,SWX,1.1394,0.4944,0.9859,77.6499,14.0567,14.0567,26.1963,11.4218,7.4493,0.4273,10.2573,10.3883,3.1734,5.1857,-0.8939,-0.1847
Standard & Poor's Ratings Services,Southwestern Energy Co.,BBB,2014-10-16,7332,1,4923.0,Utils,SWN,0.936,0.35,0.5387,76.8021,35.7164,35.7164,59.1813,35.3011,20.884,0.4189,19.4368,19.4368,8.7475,12.6346,0.6927,0.0706
Moody's Investors Service,"Sprouts Farmers Market Holdings, LLC",BB-,2014-03-04,1575515,0,5411.0,Shops,SFM,1.3189,0.4507,0.8385,29.7495,5.7223,5.7223,7.7609,3.4483,2.1053,2.0794,9.9901,-103.1183,4.3778,5.4873,0.4557,0.1395
Standard & Poor's Ratings Services,Stanley Black & Decker Inc.,A-,2014-10-31,93556,1,3540.0,Manuf,SWK,1.3371,0.3439,0.5259,36.4913,7.1091,7.1091,11.5521,5.3191,8.8182,0.6326,6.8098,-14.2272,2.8913,4.4677,-0.0763,-0.6524
Standard & Poor's Ratings Services,Starbucks Corp.,A,2014-03-13,829224,1,5812.0,Shops,SBUX,1.0175,0.2247,0.2899,57.0701,-2.1888,-2.1888,2.2211,-1.5464,0.0558,1.2909,0.1963,0.2631,0.0764,0.1522,0.7756,0.5743
Moody's Investors Service,Starbucks Corporation,A-,2014-05-29,829224,1,5812.0,Shops,SBUX,1.0175,0.2247,0.2899,57.0701,-2.1888,-2.1888,2.2211,-1.5464,0.0558,1.2909,0.1963,0.2631,0.0764,0.1522,0.7756,0.5743
Standard & Poor's Ratings Services,Steel Dynamics Inc.,BB+,2014-07-25,1022671,0,3312.0,Manuf,STLD,3.7663,0.4774,0.9261,9.8748,5.3656,5.3656,8.4549,2.7992,2.2434,1.2536,5.9836,11.637,2.4466,3.1267,-0.1773,-0.4143
Standard & Poor's Ratings Services,Steel Dynamics Inc.,BB+,2014-09-04,1022671,0,3312.0,Manuf,STLD,3.7663,0.4774,0.9261,9.8748,5.3656,5.3656,8.4549,2.7992,2.2434,1.2536,5.9836,11.637,2.4466,3.1267,-0.1773,-0.4143
Moody's Investors Service,Steelcase Inc.,BBB-,2014-01-14,1050825,1,2522.0,Manuf,SCS,1.606,0.3001,0.4326,30.1879,2.0671,2.0671,6.1875,1.9138,1.3525,1.6979,5.8084,7.3568,2.2964,4.0654,0.6866,0.6376
Standard & Poor's Ratings Services,StoneMor Partners L.P.,B-,2014-03-06,1286131,0,7200.0,Shops,STON,2.2515,0.7289,2.7151,84.9244,1.8022,1.8022,5.5388,-9.0457,-8.027,0.1733,-18.2292,-39.8958,-1.3294,-4.9428,0.0337,0.0408
Moody's Investors Service,Stryker Corporation,A-,2014-04-28,310764,1,3842.0,Hlth,SYK,3.137,0.2324,0.3055,66.7221,13.9231,13.9231,17.3262,13.4353,11.1518,0.573,11.1197,31.3006,6.3901,8.5356,0.6095,0.6474
Moody's Investors Service,"Suburban Propane Partners, L.P.",BB-,2014-05-12,1005210,0,5900.0,Shops,SPH,1.2541,0.5245,1.1028,49.407,10.3883,10.3883,18.0417,4.661,4.6254,0.6245,6.9787,-21.0087,2.8885,3.3187,0.8109,0.8719
Standard & Poor's Ratings Services,"SunCoke Energy, Inc.",B+,2014-09-24,1514705,0,3312.0,Manuf,SXC,1.9166,0.5561,1.2583,15.6379,7.9155,7.9155,11.4013,5.3628,5.2984,0.9273,14.2634,15.9844,4.0776,6.332,0.6013,3.2317
Standard & Poor's Ratings Services,"SunCoke Energy, Inc.",B,2014-11-14,1514705,0,3312.0,Manuf,SXC,1.9166,0.5561,1.2583,15.6379,7.9155,7.9155,11.4013,5.3628,5.2984,0.9273,14.2634,15.9844,4.0776,6.332,0.6013,3.2317
Standard & Poor's Ratings Services,Sysco Corp.,A,2014-04-22,96021,1,5140.0,Shops,SYY,1.6987,0.3371,0.5564,18.0058,3.7344,3.7344,4.8885,3.4844,2.2346,3.503,19.1152,31.9946,7.8278,12.6718,0.1665,0.647
Standard & Poor's Ratings Services,Sysco Corp.,A,2014-07-25,96021,1,5140.0,Shops,SYY,1.5299,0.3092,0.5189,17.5873,3.4119,3.4119,4.6073,3.1722,2.0026,3.5398,17.6872,29.678,7.0887,12.2184,-0.0212,-0.0265
Standard & Poor's Ratings Services,Sysco Corp.,A-,2014-09-23,96021,1,5140.0,Shops,SYY,1.5299,0.3092,0.5189,17.5873,3.4119,3.4119,4.6073,3.1722,2.0026,3.5398,17.6872,29.678,7.0887,12.2184,-0.0212,-0.0265
Egan-Jones Ratings Company,"T-MOBILE US, INC",BB+,2014-03-28,1283699,0,4812.0,Telcm,TMUS,2.1054,0.6117,1.5925,49.8157,4.0786,4.0786,18.9312,0.2088,0.1433,0.4889,0.2457,0.3082,0.0701,0.0954,-1.9776,-2.5997
Egan-Jones Ratings Company,"T-MOBILE US, INC",BB+,2014-06-04,1283699,0,4812.0,Telcm,TMUS,2.1054,0.6117,1.5925,49.8157,4.0786,4.0786,18.9312,0.2088,0.1433,0.4889,0.2457,0.3082,0.0701,0.0954,-1.9776,-2.5997
Egan-Jones Ratings Company,"T-MOBILE US, INC",BB+,2014-07-31,1283699,0,4812.0,Telcm,TMUS,2.1054,0.6117,1.5925,49.8157,4.0786,4.0786,18.9312,0.2088,0.1433,0.4889,0.2457,0.3082,0.0701,0.0954,-1.9776,-2.5997
Egan-Jones Ratings Company,"T-MOBILE US, INC",BB+,2014-08-14,1283699,0,4812.0,Telcm,TMUS,2.1054,0.6117,1.5925,49.8157,4.0786,4.0786,18.9312,0.2088,0.1433,0.4889,0.2457,0.3082,0.0701,0.0954,-1.9776,-2.5997
Egan-Jones Ratings Company,"T-MOBILE US, INC",BB+,2014-11-18,1283699,0,4812.0,Telcm,TMUS,2.1054,0.6117,1.5925,49.8157,4.0786,4.0786,18.9312,0.2088,0.1433,0.4889,0.2457,0.3082,0.0701,0.0954,-1.9776,-2.5997
Egan-Jones Ratings Company,"T-MOBILE US, INC",BB+,2014-12-15,1283699,0,4812.0,Telcm,TMUS,2.1054,0.6117,1.5925,49.8157,4.0786,4.0786,18.9312,0.2088,0.1433,0.4889,0.2457,0.3082,0.0701,0.0954,-1.9776,-2.5997
Moody's Investors Service,"T-Mobile USA, Inc.",BB-,2014-09-03,1283699,0,4812.0,Telcm,TMUS,2.1054,0.6117,1.5925,49.8157,4.0786,4.0786,18.9312,0.2088,0.1433,0.4889,0.2457,0.3082,0.0701,0.0954,-1.9776,-2.5997
Egan-Jones Ratings Company,TARGET CORPORATION,A-,2014-04-07,27419,1,5331.0,Shops,TGT,0.9058,0.4132,0.7746,29.7984,7.2532,7.2532,10.0535,5.7815,2.7652,1.5999,16.5979,16.5979,6.0467,9.7397,2.1309,2.7387
Egan-Jones Ratings Company,TARGET CORPORATION,A-,2014-06-26,27419,1,5331.0,Shops,TGT,0.9058,0.4132,0.7746,29.7984,7.2532,7.2532,10.0535,5.7815,2.7652,1.5999,16.5979,16.5979,6.0467,9.7397,2.1309,2.7387
Egan-Jones Ratings Company,TARGET CORPORATION,A-,2014-09-09,27419,1,5331.0,Shops,TGT,0.9058,0.4132,0.7746,29.7984,7.2532,7.2532,10.0535,5.7815,2.7652,1.5999,16.5979,16.5979,6.0467,9.7397,2.1309,2.7387
Egan-Jones Ratings Company,TE CONNECTIVITY LTD,A,2014-01-10,1385157,1,3678.0,BusEq,TEL,1.6078,0.2155,0.3594,32.0544,12.1598,12.1598,16.8657,9.482,11.2028,0.617,13.773,41.0156,6.2564,10.8055,0.309,0.1735
Egan-Jones Ratings Company,TE CONNECTIVITY LTD,A+,2014-02-04,1385157,1,3678.0,BusEq,TEL,1.6078,0.2155,0.3594,32.0544,12.1598,12.1598,16.8657,9.482,11.2028,0.617,13.773,41.0156,6.2564,10.8055,0.309,0.1735
Egan-Jones Ratings Company,TE CONNECTIVITY LTD,A+,2014-05-01,1385157,1,3678.0,BusEq,TEL,1.6078,0.2155,0.3594,32.0544,12.1598,12.1598,16.8657,9.482,11.2028,0.617,13.773,41.0156,6.2564,10.8055,0.309,0.1735
Egan-Jones Ratings Company,TE CONNECTIVITY LTD,A-,2014-07-28,1385157,1,3678.0,BusEq,TEL,1.6078,0.2155,0.3594,32.0544,12.1598,12.1598,16.8657,9.482,11.2028,0.617,13.773,41.0156,6.2564,10.8055,0.309,0.1735
Egan-Jones Ratings Company,TE CONNECTIVITY LTD,A-,2014-11-18,1385157,1,3678.0,BusEq,TEL,2.2236,0.2669,0.428,33.1746,15.0756,15.0756,19.6776,14.6997,14.8751,0.5941,17.9075,38.4286,8.0091,13.1284,0.1583,0.2664
Standard & Poor's Ratings Services,TEGNA Inc.,BB,2014-05-09,39899,0,4833.0,Telcm,GCI,1.3729,0.3101,0.4604,44.1107,-14.2997,-14.2997,-6.349,154.0576,153.8408,0.7449,201.1943,641.2302,114.7169,138.8055,-0.0653,-0.1568
Standard & Poor's Ratings Services,TEGNA Inc.,B+,2014-06-06,39899,0,4833.0,Telcm,GCI,1.3729,0.3101,0.4604,44.1107,-14.2997,-14.2997,-6.349,154.0576,153.8408,0.7449,201.1943,641.2302,114.7169,138.8055,-0.0653,-0.1568
Standard & Poor's Ratings Services,TEGNA Inc.,BB-,2014-08-05,39899,0,4833.0,Telcm,GCI,1.3729,0.3101,0.4604,44.1107,-14.2997,-14.2997,-6.349,154.0576,153.8408,0.7449,201.1943,641.2302,114.7169,138.8055,-0.0653,-0.1568
Moody's Investors Service,TEGNA Inc.,BB+,2014-09-03,39899,0,4833.0,Telcm,GCI,1.3729,0.3101,0.4604,44.1107,-14.2997,-14.2997,-6.349,154.0576,153.8408,0.7449,201.1943,641.2302,114.7169,138.8055,-0.0653,-0.1568
Egan-Jones Ratings Company,TELEFONICA SA,BB+,2014-04-10,814052,0,4812.0,Telcm,TEF,1.0042,0.6506,2.2087,70.1355,13.5942,13.5942,13.5942,11.0058,8.7082,0.4801,17.2465,-32.6875,3.9875,6.026,-0.1619,-0.3804
Egan-Jones Ratings Company,TELEFONICA SA,BB+,2014-06-19,814052,0,4812.0,Telcm,TEF,1.0042,0.6506,2.2087,70.1355,13.5942,13.5942,13.5942,11.0058,8.7082,0.4801,17.2465,-32.6875,3.9875,6.026,-0.1619,-0.3804
Egan-Jones Ratings Company,TELEFONICA SA,BB,2014-08-05,814052,0,4812.0,Telcm,TEF,1.0042,0.6506,2.2087,70.1355,13.5942,13.5942,13.5942,11.0058,8.7082,0.4801,17.2465,-32.6875,3.9875,6.026,-0.1619,-0.3804
Egan-Jones Ratings Company,TENET HEALTHCARE CORPORATION,B,2014-04-07,70318,0,8062.0,Hlth,THC,1.5207,0.809,4.312,36.2978,8.2136,8.2136,13.1703,3.6627,1.5462,1.0083,17.1593,-60.0575,2.3109,3.2779,1.3467,0.5989
Egan-Jones Ratings Company,TENET HEALTHCARE CORPORATION,B,2014-06-06,70318,0,8062.0,Hlth,THC,1.5207,0.809,4.312,36.2978,8.2136,8.2136,13.1703,3.6627,1.5462,1.0083,17.1593,-60.0575,2.3109,3.2779,1.3467,0.5989
Egan-Jones Ratings Company,TENET HEALTHCARE CORPORATION,B,2014-08-29,70318,0,8062.0,Hlth,THC,1.5207,0.809,4.312,36.2978,8.2136,8.2136,13.1703,3.6627,1.5462,1.0083,17.1593,-60.0575,2.3109,3.2779,1.3467,0.5989
Egan-Jones Ratings Company,TENET HEALTHCARE CORPORATION,B,2014-12-08,70318,0,8062.0,Hlth,THC,1.5207,0.809,4.312,36.2978,8.2136,8.2136,13.1703,3.6627,1.5462,1.0083,17.1593,-60.0575,2.3109,3.2779,1.3467,0.5989
Egan-Jones Ratings Company,TENNECO INC,BBB,2014-03-24,1024725,1,3714.0,Durbl,TEN,1.2459,0.6834,2.3347,15.4445,5.3742,5.3742,7.9483,4.3194,2.2978,2.0794,47.0339,59.5174,5.7963,14.8893,2.191,2.6159
Egan-Jones Ratings Company,TENNECO INC,BBB,2014-05-30,1024725,1,3714.0,Durbl,TEN,1.2459,0.6834,2.3347,15.4445,5.3742,5.3742,7.9483,4.3194,2.2978,2.0794,47.0339,59.5174,5.7963,14.8893,2.191,2.6159
Egan-Jones Ratings Company,TENNECO INC,BBB+,2014-08-06,1024725,1,3714.0,Durbl,TEN,1.2459,0.6834,2.3347,15.4445,5.3742,5.3742,7.9483,4.3194,2.2978,2.0794,47.0339,59.5174,5.7963,14.8893,2.191,2.6159
Egan-Jones Ratings Company,TENNECO INC,BBB+,2014-11-04,1024725,1,3714.0,Durbl,TEN,1.2459,0.6834,2.3347,15.4445,5.3742,5.3742,7.9483,4.3194,2.2978,2.0794,47.0339,59.5174,5.7963,14.8893,2.191,2.6159
Egan-Jones Ratings Company,TERADYNE INC,A-,2014-01-28,97210,1,3825.0,BusEq,TER,4.1503,0.0877,0.0975,53.4804,17.3453,17.3453,26.1284,16.0541,13.1009,0.682,12.205,19.5502,8.9345,11.1341,0.5383,0.4007
Egan-Jones Ratings Company,TEREX CORPORATION,BB,2014-03-25,97216,0,3530.0,Manuf,TEX,2.1102,0.4604,0.8925,20.3204,5.9162,5.9162,8.0661,4.1121,3.1903,1.0837,9.2062,38.8825,3.1193,4.9675,-0.9552,-0.8483
Egan-Jones Ratings Company,TEREX CORPORATION,BB,2014-05-15,97216,0,3530.0,Manuf,TEX,2.1102,0.4604,0.8925,20.3204,5.9162,5.9162,8.0661,4.1121,3.1903,1.0837,9.2062,38.8825,3.1193,4.9675,-0.9552,-0.8483
Egan-Jones Ratings Company,TEREX CORPORATION,B+,2014-07-28,97216,0,3530.0,Manuf,TEX,2.1102,0.4604,0.8925,20.3204,5.9162,5.9162,8.0661,4.1121,3.1903,1.0837,9.2062,38.8825,3.1193,4.9675,-0.9552,-0.8483
Egan-Jones Ratings Company,TEREX CORPORATION,BB,2014-11-04,97216,0,3530.0,Manuf,TEX,2.1102,0.4604,0.8925,20.3204,5.9162,5.9162,8.0661,4.1121,3.1903,1.0837,9.2062,38.8825,3.1193,4.9675,-0.9552,-0.8483
Egan-Jones Ratings Company,TEREX CORPORATION,B+,2014-12-05,97216,0,3530.0,Manuf,TEX,2.1102,0.4604,0.8925,20.3204,5.9162,5.9162,8.0661,4.1121,3.1903,1.0837,9.2062,38.8825,3.1193,4.9675,-0.9552,-0.8483
Egan-Jones Ratings Company,TEXAS INSTRUMENTS INCORPORATED,A+,2014-01-23,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Egan-Jones Ratings Company,TEXAS INSTRUMENTS INCORPORATED,A+,2014-01-31,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Egan-Jones Ratings Company,TEXAS INSTRUMENTS INCORPORATED,AA-,2014-05-13,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Egan-Jones Ratings Company,TEXAS INSTRUMENTS INCORPORATED,AA-,2014-07-24,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Egan-Jones Ratings Company,TEXAS INSTRUMENTS INCORPORATED,AA-,2014-10-22,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Egan-Jones Ratings Company,TEXTRON INC,BBB-,2014-01-27,217346,1,3721.0,Manuf,TXT,2.3686,0.4203,0.727,16.3004,6.9977,6.9977,10.2115,5.5684,4.1143,0.9351,11.3595,18.7996,3.8473,6.5847,-0.2982,0.3956
Egan-Jones Ratings Company,TEXTRON INC,BBB-,2014-06-04,217346,1,3721.0,Manuf,TXT,2.3686,0.4203,0.727,16.3004,6.9977,6.9977,10.2115,5.5684,4.1143,0.9351,11.3595,18.7996,3.8473,6.5847,-0.2982,0.3956
Egan-Jones Ratings Company,TEXTRON INC,BBB-,2014-07-17,217346,1,3721.0,Manuf,TXT,2.3686,0.4203,0.727,16.3004,6.9977,6.9977,10.2115,5.5684,4.1143,0.9351,11.3595,18.7996,3.8473,6.5847,-0.2982,0.3956
Egan-Jones Ratings Company,TEXTRON INC,BBB-,2014-10-22,217346,1,3721.0,Manuf,TXT,2.3686,0.4203,0.727,16.3004,6.9977,6.9977,10.2115,5.5684,4.1143,0.9351,11.3595,18.7996,3.8473,6.5847,-0.2982,0.3956
Egan-Jones Ratings Company,THERMO FISHER SCIENTIFIC INC.,BBB-,2014-01-06,97745,1,3826.0,BusEq,TMO,2.3097,0.3126,0.4607,42.3305,11.8474,11.8474,19.7108,10.1472,9.4157,0.4558,8.1372,-26.1388,4.5852,5.5939,1.1688,1.0009
Egan-Jones Ratings Company,THERMO FISHER SCIENTIFIC INC.,BBB-,2014-02-11,97745,1,3826.0,BusEq,TMO,2.3097,0.3126,0.4607,42.3305,11.8474,11.8474,19.7108,10.1472,9.4157,0.4558,8.1372,-26.1388,4.5852,5.5939,1.1688,1.0009
Egan-Jones Ratings Company,THERMO FISHER SCIENTIFIC INC.,BBB-,2014-05-09,97745,1,3826.0,BusEq,TMO,2.3097,0.3126,0.4607,42.3305,11.8474,11.8474,19.7108,10.1472,9.4157,0.4558,8.1372,-26.1388,4.5852,5.5939,1.1688,1.0009
Egan-Jones Ratings Company,THERMO FISHER SCIENTIFIC INC.,BBB-,2014-07-28,97745,1,3826.0,BusEq,TMO,2.3097,0.3126,0.4607,42.3305,11.8474,11.8474,19.7108,10.1472,9.4157,0.4558,8.1372,-26.1388,4.5852,5.5939,1.1688,1.0009
Egan-Jones Ratings Company,THERMO FISHER SCIENTIFIC INC.,BBB-,2014-10-27,97745,1,3826.0,BusEq,TMO,2.3097,0.3126,0.4607,42.3305,11.8474,11.8474,19.7108,10.1472,9.4157,0.4558,8.1372,-26.1388,4.5852,5.5939,1.1688,1.0009
Egan-Jones Ratings Company,THOMSON REUTERS CORPORATION,A-,2014-03-06,1075124,1,7370.0,BusEq,TRI,0.8272,0.2623,0.4132,26.0585,19.5705,19.5705,32.7825,16.4255,15.1234,0.4036,11.6585,-23.8708,6.2698,8.6,0.097,-0.3556
Egan-Jones Ratings Company,THOMSON REUTERS CORPORATION,A-,2014-05-27,1075124,1,7370.0,BusEq,TRI,0.8272,0.2623,0.4132,26.0585,19.5705,19.5705,32.7825,16.4255,15.1234,0.4036,11.6585,-23.8708,6.2698,8.6,0.097,-0.3556
Egan-Jones Ratings Company,THOMSON REUTERS CORPORATION,A-,2014-08-06,1075124,1,7370.0,BusEq,TRI,0.8272,0.2623,0.4132,26.0585,19.5705,19.5705,32.7825,16.4255,15.1234,0.4036,11.6585,-23.8708,6.2698,8.6,0.097,-0.3556
Egan-Jones Ratings Company,THOMSON REUTERS CORPORATION,BBB,2014-11-19,1075124,1,7370.0,BusEq,TRI,0.8272,0.2623,0.4132,26.0585,19.5705,19.5705,32.7825,16.4255,15.1234,0.4036,11.6585,-23.8708,6.2698,8.6,0.097,-0.3556
Egan-Jones Ratings Company,TIMKEN COMPANY,BBB,2014-02-24,98362,1,3562.0,Manuf,TKR,1.9768,0.0624,0.1683,28.6091,10.0778,10.0778,14.7691,9.5572,8.6545,0.6779,6.6261,8.3767,3.9192,6.2124,-1.9069,-2.0334
Egan-Jones Ratings Company,TIMKEN COMPANY,BBB,2014-05-16,98362,1,3562.0,Manuf,TKR,1.9768,0.0624,0.1683,28.6091,10.0778,10.0778,14.7691,9.5572,8.6545,0.6779,6.6261,8.3767,3.9192,6.2124,-1.9069,-2.0334
Egan-Jones Ratings Company,TIMKEN COMPANY,BBB,2014-05-27,98362,1,3562.0,Manuf,TKR,1.9768,0.0624,0.1683,28.6091,10.0778,10.0778,14.7691,9.5572,8.6545,0.6779,6.6261,8.3767,3.9192,6.2124,-1.9069,-2.0334
Egan-Jones Ratings Company,TIMKEN COMPANY,BBB,2014-08-12,98362,1,3562.0,Manuf,TKR,1.9768,0.0624,0.1683,28.6091,10.0778,10.0778,14.7691,9.5572,8.6545,0.6779,6.6261,8.3767,3.9192,6.2124,-1.9069,-2.0334
Egan-Jones Ratings Company,TIMKEN COMPANY,BBB,2014-11-04,98362,1,3562.0,Manuf,TKR,1.9768,0.0624,0.1683,28.6091,10.0778,10.0778,14.7691,9.5572,8.6545,0.6779,6.6261,8.3767,3.9192,6.2124,-1.9069,-2.0334
Standard & Poor's Ratings Services,TMS International Corporation,B-,2014-05-19,1491501,0,5051.0,Shops,TMS,1.909,0.0616,0.3317,38.6804,-11.4134,-11.4134,-6.5353,-20.2939,-20.8255,0.896,-58.2901,-79.2181,-20.1541,-54.7413,-0.1496,-0.1369
Standard & Poor's Ratings Services,TMS International Corporation,B-,2014-11-13,1491501,0,5051.0,Shops,TMS,1.909,0.0616,0.3317,38.6804,-11.4134,-11.4134,-6.5353,-20.2939,-20.8255,0.896,-58.2901,-79.2181,-20.1541,-54.7413,-0.1496,-0.1369
Egan-Jones Ratings Company,"TOLL BROTHERS, INC",BBB,2014-01-28,794170,1,1531.0,Other,TOL,7.432,0.4285,0.7498,20.2296,7.5185,7.5185,8.4612,10.01,6.3795,0.3917,5.1092,5.1092,2.4988,2.9199,-2.189,-2.2682
Egan-Jones Ratings Company,"TOLL BROTHERS, INC",BBB+,2014-02-10,794170,1,1531.0,Other,TOL,7.432,0.4285,0.7498,20.2296,7.5185,7.5185,8.4612,10.01,6.3795,0.3917,5.1092,5.1092,2.4988,2.9199,-2.189,-2.2682
Egan-Jones Ratings Company,"TOLL BROTHERS, INC",BBB+,2014-04-03,794170,1,1531.0,Other,TOL,7.432,0.4285,0.7498,20.2296,7.5185,7.5185,8.4612,10.01,6.3795,0.3917,5.1092,5.1092,2.4988,2.9199,-2.189,-2.2682
Egan-Jones Ratings Company,"TOLL BROTHERS, INC",BBB+,2014-04-11,794170,1,1531.0,Other,TOL,7.432,0.4285,0.7498,20.2296,7.5185,7.5185,8.4612,10.01,6.3795,0.3917,5.1092,5.1092,2.4988,2.9199,-2.189,-2.2682
Egan-Jones Ratings Company,"TOLL BROTHERS, INC",A-,2014-04-14,794170,1,1531.0,Other,TOL,7.432,0.4285,0.7498,20.2296,7.5185,7.5185,8.4612,10.01,6.3795,0.3917,5.1092,5.1092,2.4988,2.9199,-2.189,-2.2682
Egan-Jones Ratings Company,"TOLL BROTHERS, INC",A-,2014-07-01,794170,1,1531.0,Other,TOL,7.432,0.4285,0.7498,20.2296,7.5185,7.5185,8.4612,10.01,6.3795,0.3917,5.1092,5.1092,2.4988,2.9199,-2.189,-2.2682
Egan-Jones Ratings Company,"TOLL BROTHERS, INC",A-,2014-09-15,794170,1,1531.0,Other,TOL,7.432,0.4285,0.7498,20.2296,7.5185,7.5185,8.4612,10.01,6.3795,0.3917,5.1092,5.1092,2.4988,2.9199,-2.189,-2.2682
Egan-Jones Ratings Company,TRANSALTA CORP,BB+,2014-05-15,1144800,0,4911.0,Utils,TAC,0.8768,0.5468,1.2699,59.5987,13.0019,13.0019,38.5252,-0.5233,-0.1743,0.2343,4.2249,4.2281,1.141,1.4779,0.6028,1.5679
Egan-Jones Ratings Company,TRANSALTA CORPORATION,BB+,2014-04-24,1144800,0,4911.0,Utils,TAC,0.8768,0.5468,1.2699,59.5987,13.0019,13.0019,38.5252,-0.5233,-0.1743,0.2343,4.2249,4.2281,1.141,1.4779,0.6028,1.5679
Egan-Jones Ratings Company,"TRINITY INDUSTRIES, INC",BB,2014-01-08,99780,0,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Egan-Jones Ratings Company,"TRINITY INDUSTRIES, INC",BB+,2014-01-17,99780,0,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Egan-Jones Ratings Company,"TRINITY INDUSTRIES, INC",BB+,2014-03-26,99780,0,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Egan-Jones Ratings Company,"TRINITY INDUSTRIES, INC",BBB-,2014-04-10,99780,1,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Egan-Jones Ratings Company,"TRINITY INDUSTRIES, INC",BBB-,2014-05-22,99780,1,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Egan-Jones Ratings Company,"TRINITY INDUSTRIES, INC",BBB-,2014-08-14,99780,1,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Egan-Jones Ratings Company,"TRINITY INDUSTRIES, INC",BBB-,2014-11-06,99780,1,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Egan-Jones Ratings Company,"TRINITY INDUSTRIES, INC",BB+,2014-11-14,99780,0,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Egan-Jones Ratings Company,"TRINITY INDUSTRIES, INC",BB+,2014-12-15,99780,0,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Egan-Jones Ratings Company,TUPPERWARE BRANDS CORPORATION,A,2014-02-11,1008654,1,3089.0,Manuf,TUP,1.0563,0.7102,3.382,66.6941,15.1033,15.1033,17.1807,13.49,10.2635,1.4489,108.4223,-476.8698,14.8707,31.4161,0.7962,0.8133
